Starting memory monitor at Thu Apr  3 17:46:32 UTC 2025
Elapsed_Time | PID | Name | Heap_Used_MB | Heap_Capacity_MB | RSS_MB
00:18:53 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:59 | 7923 | GradleWorkerMain | 2736.7MB | 4240.0MB | 4780.6MB
00:18:59 | 7108 | KotlinCompileDaemon | 784.6MB | 2270.5MB | 3260.2MB
00:18:59 | 1924 | GradleDaemon | 3437.1MB | 4745.5MB | 6235.6MB
00:18:59 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:19:05 | 7923 | GradleWorkerMain | 3024.8MB | 4228.0MB | 4777.0MB
00:19:05 | 7108 | KotlinCompileDaemon | 784.7MB | 2270.5MB | 3250.1MB
00:19:05 | 1924 | GradleDaemon | 3592.1MB | 4745.5MB | 6234.3MB
00:19:05 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:11 | 7923 | GradleWorkerMain | 3472.8MB | 4180.0MB | 4777.1MB
00:19:11 | 7108 | KotlinCompileDaemon | 784.8MB | 2270.5MB | 3250.1MB
00:19:11 | 1924 | GradleDaemon | 3722.9MB | 4745.5MB | 6234.1MB
00:19:11 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:17 | 7923 | GradleWorkerMain | 2100.8MB | 4236.0MB | 4777.2MB
00:19:17 | 7108 | KotlinCompileDaemon | 785.0MB | 2270.5MB | 3250.1MB
00:19:17 | 1924 | GradleDaemon | 3890.2MB | 4745.5MB | 6234.4MB
00:19:17 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:23 | 7923 | GradleWorkerMain | 2356.9MB | 4156.0MB | 4777.4MB
00:19:23 | 7108 | KotlinCompileDaemon | 785.1MB | 2270.5MB | 3250.1MB
00:19:23 | 1924 | GradleDaemon | 4028.7MB | 4745.5MB | 6234.4MB
00:19:23 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:29 | 44096 | GradleWorkerMain | 90.0MB | 260.0MB | 409.8MB
00:19:29 | 7108 | KotlinCompileDaemon | 785.2MB | 2270.5MB | 3250.1MB
00:19:29 | 1924 | GradleDaemon | 4128.2MB | 4745.5MB | 6235.7MB
00:19:29 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:35 | 44096 | GradleWorkerMain | 245.1MB | 464.0MB | 704.4MB
00:19:35 | 7108 | KotlinCompileDaemon | 785.4MB | 2270.5MB | 3250.1MB
00:19:35 | 1924 | GradleDaemon | 4240.4MB | 4745.5MB | 6235.8MB
00:19:35 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:42 | 44096 | GradleWorkerMain | 304.1MB | 484.0MB | 788.4MB
00:19:42 | 7108 | KotlinCompileDaemon | 785.5MB | 2270.5MB | 3250.1MB
00:19:42 | 1924 | GradleDaemon | 3003.3MB | 4679.5MB | 6254.0MB
00:19:42 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:48 | 44096 | GradleWorkerMain | 513.7MB | 676.0MB | 1026.5MB
00:19:48 | 7108 | KotlinCompileDaemon | 785.6MB | 2270.5MB | 3250.1MB
00:19:48 | 1924 | GradleDaemon | 3076.4MB | 4679.5MB | 6254.0MB
00:19:48 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:19:55 | 44096 | GradleWorkerMain | 719.9MB | 2036.0MB | 1576.5MB
00:19:55 | 7108 | KotlinCompileDaemon | 785.8MB | 2270.5MB | 3250.1MB
00:19:55 | 1924 | GradleDaemon | 3226.8MB | 4679.5MB | 6254.0MB
00:19:55 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:02 | 44096 | GradleWorkerMain | 507.5MB | 1312.0MB | 1724.3MB
00:20:02 | 7108 | KotlinCompileDaemon | 785.9MB | 2270.5MB | 3250.1MB
00:20:02 | 1924 | GradleDaemon | 3346.1MB | 4679.5MB | 6254.0MB
00:20:02 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:09 | 44096 | GradleWorkerMain | 679.5MB | 1652.0MB | 1865.2MB
00:20:09 | 7108 | KotlinCompileDaemon | 786.1MB | 2270.5MB | 3250.1MB
00:20:09 | 1924 | GradleDaemon | 3488.5MB | 4679.5MB | 6254.0MB
00:20:09 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:15 | 44096 | GradleWorkerMain | 988.1MB | 1328.0MB | 1791.2MB
00:20:15 | 7108 | KotlinCompileDaemon | 786.2MB | 2270.5MB | 3250.1MB
00:20:15 | 1924 | GradleDaemon | 3600.9MB | 4679.5MB | 6254.0MB
00:20:15 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:22 | 44096 | GradleWorkerMain | 849.9MB | 1260.0MB | 1700.1MB
00:20:22 | 7108 | KotlinCompileDaemon | 786.3MB | 2270.5MB | 3250.1MB
00:20:22 | 1924 | GradleDaemon | 3716.6MB | 4679.5MB | 6254.0MB
00:20:22 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:28 | 44096 | GradleWorkerMain | 838.3MB | 1448.0MB | 1913.5MB
00:20:28 | 7108 | KotlinCompileDaemon | 786.5MB | 2270.5MB | 3250.1MB
00:20:28 | 1924 | GradleDaemon | 3851.5MB | 4679.5MB | 6254.0MB
00:20:28 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:34 | 44096 | GradleWorkerMain | 917.9MB | 3252.0MB | 2371.1MB
00:20:34 | 7108 | KotlinCompileDaemon | 786.6MB | 2270.5MB | 3250.1MB
00:20:34 | 1924 | GradleDaemon | 3981.7MB | 4679.5MB | 6254.0MB
00:20:34 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:40 | 44096 | GradleWorkerMain | 1597.9MB | 3112.0MB | 3718.8MB
00:20:40 | 7108 | KotlinCompileDaemon | 786.7MB | 2270.5MB | 3250.1MB
00:20:40 | 1924 | GradleDaemon | 4124.1MB | 4679.5MB | 6254.0MB
00:20:40 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:47 | 44096 | GradleWorkerMain | 627.5MB | 1252.0MB | 1734.1MB
00:20:47 | 7108 | KotlinCompileDaemon | 786.9MB | 2270.5MB | 3250.1MB
00:20:47 | 1924 | GradleDaemon | 3029.3MB | 4679.5MB | 6270.0MB
00:20:47 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:20:54 | 44096 | GradleWorkerMain | 393.5MB | 1028.0MB | 1561.5MB
00:20:54 | 7108 | KotlinCompileDaemon | 787.0MB | 2270.5MB | 3250.1MB
00:20:54 | 1924 | GradleDaemon | 3167.1MB | 4679.5MB | 6270.2MB
00:20:54 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.0MB
00:21:00 | 44096 | GradleWorkerMain | 292.7MB | 1128.0MB | 1592.1MB
00:21:00 | 7108 | KotlinCompileDaemon | 787.2MB | 2270.5MB | 3250.1MB
00:21:00 | 1924 | GradleDaemon | 3325.1MB | 4679.5MB | 6270.2MB
00:21:00 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.1MB
00:21:07 | 44096 | GradleWorkerMain | 879.5MB | 3076.0MB | 2126.7MB
00:21:07 | 7108 | KotlinCompileDaemon | 787.3MB | 2270.5MB | 3250.1MB
00:21:07 | 1924 | GradleDaemon | 3428.7MB | 4679.5MB | 6270.2MB
00:21:07 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.1MB
00:21:13 | 44096 | GradleWorkerMain | 1747.5MB | 3004.0MB | 3238.2MB
00:21:13 | 7108 | KotlinCompileDaemon | 787.4MB | 2270.5MB | 3250.1MB
00:21:13 | 1924 | GradleDaemon | 3574.2MB | 4679.5MB | 6271.0MB
00:21:13 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.1MB
00:21:19 | 44096 | GradleWorkerMain | 1039.5MB | 1648.0MB | 2290.5MB
00:21:19 | 7108 | KotlinCompileDaemon | 787.5MB | 2270.5MB | 3250.1MB
00:21:19 | 1924 | GradleDaemon | 3730.1MB | 4679.5MB | 6271.0MB
00:21:19 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:21:24 | 44096 | GradleWorkerMain | 746.8MB | 1772.0MB | 2317.1MB
00:21:24 | 7108 | KotlinCompileDaemon | 787.6MB | 2270.5MB | 3250.1MB
00:21:24 | 1924 | GradleDaemon | 3919.4MB | 4679.5MB | 6271.2MB
00:21:24 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:21:30 | 44096 | GradleWorkerMain | 1082.7MB | 1760.0MB | 2343.5MB
00:21:30 | 7108 | KotlinCompileDaemon | 787.8MB | 2270.5MB | 3250.1MB
00:21:30 | 1924 | GradleDaemon | 4089.4MB | 4679.5MB | 6271.2MB
00:21:30 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:21:36 | 44096 | GradleWorkerMain | 1127.1MB | 1788.0MB | 2361.4MB
00:21:36 | 7108 | KotlinCompileDaemon | 787.9MB | 2270.5MB | 3250.1MB
00:21:36 | 1924 | GradleDaemon | 4197.9MB | 4679.5MB | 6271.1MB
00:21:36 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:21:43 | 44096 | GradleWorkerMain | 382.6MB | 1172.0MB | 1716.6MB
00:21:43 | 7108 | KotlinCompileDaemon | 788.0MB | 2270.5MB | 3250.1MB
00:21:43 | 1924 | GradleDaemon | 3105.9MB | 4628.5MB | 6287.2MB
00:21:43 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:21:48 | 44096 | GradleWorkerMain | 653.0MB | 1344.0MB | 1893.4MB
00:21:48 | 7108 | KotlinCompileDaemon | 788.1MB | 2270.5MB | 3250.1MB
00:21:48 | 1924 | GradleDaemon | 3264.2MB | 4628.5MB | 6287.2MB
00:21:48 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:21:54 | 44096 | GradleWorkerMain | 462.5MB | 1344.0MB | 1909.7MB
00:21:54 | 7108 | KotlinCompileDaemon | 788.3MB | 2270.5MB | 3250.1MB
00:21:54 | 1924 | GradleDaemon | 3459.3MB | 4628.5MB | 6288.0MB
00:21:54 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:00 | 44096 | GradleWorkerMain | 606.9MB | 1340.0MB | 1911.9MB
00:22:00 | 7108 | KotlinCompileDaemon | 788.4MB | 2270.5MB | 3250.1MB
00:22:00 | 1924 | GradleDaemon | 3651.9MB | 4628.5MB | 6288.0MB
00:22:00 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:06 | 44096 | GradleWorkerMain | 805.9MB | 1340.0MB | 1925.6MB
00:22:06 | 7108 | KotlinCompileDaemon | 788.5MB | 2270.5MB | 3250.1MB
00:22:06 | 1924 | GradleDaemon | 3802.5MB | 4628.5MB | 6288.1MB
00:22:06 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:12 | 44096 | GradleWorkerMain | 643.8MB | 1316.0MB | 1926.0MB
00:22:12 | 7108 | KotlinCompileDaemon | 788.7MB | 2270.5MB | 3250.1MB
00:22:12 | 1924 | GradleDaemon | 3997.3MB | 4628.5MB | 6288.2MB
00:22:12 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:18 | 44096 | GradleWorkerMain | 1711.9MB | 3256.0MB | 3112.2MB
00:22:18 | 7108 | KotlinCompileDaemon | 788.8MB | 2270.5MB | 3250.1MB
00:22:18 | 1924 | GradleDaemon | 4173.9MB | 4628.5MB | 6288.2MB
00:22:18 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:24 | 44096 | GradleWorkerMain | 791.9MB | 3220.0MB | 3867.9MB
00:22:24 | 7108 | KotlinCompileDaemon | 788.9MB | 2270.5MB | 3250.1MB
00:22:24 | 1924 | GradleDaemon | 3176.2MB | 4628.5MB | 6302.7MB
00:22:24 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:30 | 44096 | GradleWorkerMain | 1951.9MB | 3152.0MB | 3871.9MB
00:22:30 | 7108 | KotlinCompileDaemon | 789.0MB | 2270.5MB | 3250.1MB
00:22:30 | 1924 | GradleDaemon | 3327.1MB | 4628.5MB | 6302.8MB
00:22:30 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:36 | 44096 | GradleWorkerMain | 1447.9MB | 3204.0MB | 3874.1MB
00:22:36 | 7108 | KotlinCompileDaemon | 789.2MB | 2270.5MB | 3250.1MB
00:22:36 | 1924 | GradleDaemon | 3487.2MB | 4628.5MB | 6302.8MB
00:22:36 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:42 | 44096 | GradleWorkerMain | 2291.9MB | 3204.0MB | 3874.6MB
00:22:42 | 7108 | KotlinCompileDaemon | 789.3MB | 2270.5MB | 3250.1MB
00:22:42 | 1924 | GradleDaemon | 3664.9MB | 4628.5MB | 6302.8MB
00:22:42 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:48 | 44096 | GradleWorkerMain | 1563.9MB | 3152.0MB | 3875.4MB
00:22:48 | 7108 | KotlinCompileDaemon | 789.4MB | 2270.5MB | 3250.1MB
00:22:48 | 1924 | GradleDaemon | 3852.2MB | 4628.5MB | 6303.0MB
00:22:48 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:22:54 | 44096 | GradleWorkerMain | 991.9MB | 3236.0MB | 3875.9MB
00:22:54 | 7108 | KotlinCompileDaemon | 789.5MB | 2270.5MB | 3250.1MB
00:22:54 | 1924 | GradleDaemon | 4002.0MB | 4628.5MB | 6303.0MB
00:22:54 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:00 | 44096 | GradleWorkerMain | 531.9MB | 3144.0MB | 3878.9MB
00:23:00 | 7108 | KotlinCompileDaemon | 789.7MB | 2270.5MB | 3250.1MB
00:23:00 | 1924 | GradleDaemon | 4139.3MB | 4628.5MB | 6303.0MB
00:23:00 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:06 | 44096 | GradleWorkerMain | 1595.9MB | 3136.0MB | 3879.3MB
00:23:06 | 7108 | KotlinCompileDaemon | 789.8MB | 2270.5MB | 3250.1MB
00:23:06 | 1924 | GradleDaemon | 3121.8MB | 4577.5MB | 6319.1MB
00:23:06 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:12 | 44096 | GradleWorkerMain | 884.6MB | 3152.0MB | 3879.9MB
00:23:12 | 7108 | KotlinCompileDaemon | 789.9MB | 2270.5MB | 3250.1MB
00:23:12 | 1924 | GradleDaemon | 3344.8MB | 4577.5MB | 6319.1MB
00:23:12 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:18 | 44096 | GradleWorkerMain | 628.6MB | 3236.0MB | 3880.1MB
00:23:18 | 7108 | KotlinCompileDaemon | 790.0MB | 2270.5MB | 3250.1MB
00:23:18 | 1924 | GradleDaemon | 3523.1MB | 4577.5MB | 6319.1MB
00:23:18 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:24 | 44096 | GradleWorkerMain | 1892.7MB | 3164.0MB | 3880.4MB
00:23:24 | 7108 | KotlinCompileDaemon | 790.2MB | 2270.5MB | 3250.1MB
00:23:24 | 1924 | GradleDaemon | 3718.6MB | 4577.5MB | 6319.1MB
00:23:24 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:30 | 44096 | GradleWorkerMain | 1320.7MB | 3220.0MB | 3880.9MB
00:23:30 | 7108 | KotlinCompileDaemon | 790.3MB | 2270.5MB | 3250.1MB
00:23:30 | 1924 | GradleDaemon | 3889.4MB | 4577.5MB | 6319.1MB
00:23:30 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:36 | 44096 | GradleWorkerMain | 700.8MB | 3156.0MB | 3881.4MB
00:23:36 | 7108 | KotlinCompileDaemon | 790.4MB | 2270.5MB | 3250.1MB
00:23:36 | 1924 | GradleDaemon | 4037.5MB | 4577.5MB | 6319.0MB
00:23:36 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:41 | 44096 | GradleWorkerMain | 2136.8MB | 3256.0MB | 3881.5MB
00:23:41 | 7108 | KotlinCompileDaemon | 790.5MB | 2270.5MB | 3250.1MB
00:23:41 | 1924 | GradleDaemon | 3072.5MB | 4577.5MB | 6335.0MB
00:23:41 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:47 | 44096 | GradleWorkerMain | 1380.9MB | 3172.0MB | 3882.3MB
00:23:47 | 7108 | KotlinCompileDaemon | 790.7MB | 2270.5MB | 3250.1MB
00:23:47 | 1924 | GradleDaemon | 3248.9MB | 4577.5MB | 6335.0MB
00:23:47 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:53 | 44096 | GradleWorkerMain | 772.9MB | 3132.0MB | 3882.6MB
00:23:53 | 7108 | KotlinCompileDaemon | 790.8MB | 2270.5MB | 3250.1MB
00:23:53 | 1924 | GradleDaemon | 3491.6MB | 4577.5MB | 6335.0MB
00:23:53 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:23:59 | 44096 | GradleWorkerMain | 2261.2MB | 3172.0MB | 3883.0MB
00:23:59 | 7108 | KotlinCompileDaemon | 790.9MB | 2270.5MB | 3250.1MB
00:23:59 | 1924 | GradleDaemon | 3665.1MB | 4577.5MB | 6335.1MB
00:23:59 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:05 | 44096 | GradleWorkerMain | 1621.2MB | 3228.0MB | 3883.3MB
00:24:05 | 7108 | KotlinCompileDaemon | 791.0MB | 2270.5MB | 3250.1MB
00:24:05 | 1924 | GradleDaemon | 3822.8MB | 4577.5MB | 6335.1MB
00:24:05 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:11 | 44096 | GradleWorkerMain | 1161.2MB | 3164.0MB | 3883.5MB
00:24:11 | 7108 | KotlinCompileDaemon | 791.2MB | 2270.5MB | 3250.1MB
00:24:11 | 1924 | GradleDaemon | 3971.1MB | 4577.5MB | 6335.2MB
00:24:11 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:17 | 44096 | GradleWorkerMain | 2153.2MB | 3184.0MB | 3883.6MB
00:24:17 | 7108 | KotlinCompileDaemon | 791.3MB | 2270.5MB | 3250.1MB
00:24:17 | 1924 | GradleDaemon | 4182.5MB | 4577.5MB | 6335.2MB
00:24:17 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:23 | 44096 | GradleWorkerMain | 1605.2MB | 3152.0MB | 3883.9MB
00:24:23 | 7108 | KotlinCompileDaemon | 791.4MB | 2270.5MB | 3250.1MB
00:24:23 | 1924 | GradleDaemon | 3248.5MB | 4542.5MB | 6365.0MB
00:24:23 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:29 | 44096 | GradleWorkerMain | 1105.2MB | 3248.0MB | 3884.5MB
00:24:29 | 7108 | KotlinCompileDaemon | 791.5MB | 2270.5MB | 3250.1MB
00:24:29 | 1924 | GradleDaemon | 3440.5MB | 4542.5MB | 6365.2MB
00:24:29 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:35 | 44096 | GradleWorkerMain | 561.2MB | 3184.0MB | 3884.9MB
00:24:35 | 7108 | KotlinCompileDaemon | 791.7MB | 2270.5MB | 3250.1MB
00:24:35 | 1924 | GradleDaemon | 3602.2MB | 4542.5MB | 6365.2MB
00:24:35 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:41 | 44096 | GradleWorkerMain | 1933.2MB | 3152.0MB | 3885.4MB
00:24:41 | 7108 | KotlinCompileDaemon | 791.8MB | 2270.5MB | 3250.1MB
00:24:41 | 1924 | GradleDaemon | 3762.4MB | 4542.5MB | 6365.2MB
00:24:41 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:47 | 44096 | GradleWorkerMain | 1589.2MB | 3168.0MB | 3885.5MB
00:24:47 | 7108 | KotlinCompileDaemon | 791.9MB | 2270.5MB | 3250.1MB
00:24:47 | 1924 | GradleDaemon | 3933.3MB | 4542.5MB | 6365.3MB
00:24:47 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:53 | 44096 | GradleWorkerMain | 2381.2MB | 3188.0MB | 3885.8MB
00:24:53 | 7108 | KotlinCompileDaemon | 792.0MB | 2270.5MB | 3250.1MB
00:24:53 | 1924 | GradleDaemon | 4135.9MB | 4542.5MB | 6365.4MB
00:24:53 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:24:58 | 44096 | GradleWorkerMain | 1949.2MB | 3168.0MB | 3886.0MB
00:24:58 | 7108 | KotlinCompileDaemon | 792.1MB | 2270.5MB | 3250.1MB
00:24:58 | 1924 | GradleDaemon | 3234.7MB | 4542.5MB | 6380.1MB
00:24:58 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:25:04 | 44096 | GradleWorkerMain | 1561.3MB | 3240.0MB | 3886.1MB
00:25:04 | 7108 | KotlinCompileDaemon | 792.3MB | 2270.5MB | 3250.1MB
00:25:04 | 1924 | GradleDaemon | 3415.9MB | 4542.5MB | 6380.3MB
00:25:04 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 63.5MB
00:25:11 | 44096 | GradleWorkerMain | 881.3MB | 3180.0MB | 3886.6MB
00:25:11 | 7108 | KotlinCompileDaemon | 792.4MB | 2270.5MB | 3250.1MB
00:25:11 | 1924 | GradleDaemon | 3581.9MB | 4542.5MB | 6380.4MB
00:25:11 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:16 | 44096 | GradleWorkerMain | 2409.3MB | 3260.0MB | 3887.0MB
00:25:16 | 7108 | KotlinCompileDaemon | 792.5MB | 2270.5MB | 3250.1MB
00:25:16 | 1924 | GradleDaemon | 3735.6MB | 4542.5MB | 6380.5MB
00:25:16 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:22 | 44096 | GradleWorkerMain | 1293.4MB | 3172.0MB | 3887.4MB
00:25:22 | 7108 | KotlinCompileDaemon | 792.7MB | 2270.5MB | 3250.1MB
00:25:22 | 1924 | GradleDaemon | 3949.4MB | 4542.5MB | 6380.5MB
00:25:22 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:28 | 44096 | GradleWorkerMain | 953.4MB | 3236.0MB | 3888.0MB
00:25:28 | 7108 | KotlinCompileDaemon | 792.8MB | 2270.5MB | 3250.1MB
00:25:28 | 1924 | GradleDaemon | 4144.8MB | 4542.5MB | 6380.4MB
00:25:28 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:34 | 44096 | GradleWorkerMain | 2109.5MB | 3172.0MB | 3888.5MB
00:25:34 | 7108 | KotlinCompileDaemon | 792.9MB | 2270.5MB | 3250.1MB
00:25:34 | 1924 | GradleDaemon | 3240.1MB | 4521.5MB | 6401.2MB
00:25:34 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:40 | 44096 | GradleWorkerMain | 1553.7MB | 3160.0MB | 3888.6MB
00:25:40 | 7108 | KotlinCompileDaemon | 793.0MB | 2270.5MB | 3250.1MB
00:25:40 | 1924 | GradleDaemon | 3440.1MB | 4521.5MB | 6401.4MB
00:25:40 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:46 | 44096 | GradleWorkerMain | 817.7MB | 3152.0MB | 3889.0MB
00:25:46 | 7108 | KotlinCompileDaemon | 793.2MB | 2270.5MB | 3250.1MB
00:25:46 | 1924 | GradleDaemon | 3638.0MB | 4521.5MB | 6401.5MB
00:25:46 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:52 | 44096 | GradleWorkerMain | 2153.7MB | 3164.0MB | 3889.3MB
00:25:52 | 7108 | KotlinCompileDaemon | 793.3MB | 2270.5MB | 3250.1MB
00:25:52 | 1924 | GradleDaemon | 3816.6MB | 4521.5MB | 6401.5MB
00:25:52 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:25:58 | 44096 | GradleWorkerMain | 1625.7MB | 3156.0MB | 3889.4MB
00:25:58 | 7108 | KotlinCompileDaemon | 793.4MB | 2270.5MB | 3250.1MB
00:25:58 | 1924 | GradleDaemon | 4010.8MB | 4521.5MB | 6401.6MB
00:25:58 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 64.4MB
00:26:04 | 44096 | GradleWorkerMain | 1013.7MB | 3240.0MB | 3889.5MB
00:26:04 | 7108 | KotlinCompileDaemon | 793.5MB | 2270.5MB | 3250.1MB
00:26:04 | 1924 | GradleDaemon | 4189.1MB | 4521.5MB | 6401.6MB
00:26:04 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 65.6MB
00:26:10 | 7108 | KotlinCompileDaemon | 793.7MB | 2270.5MB | 3250.1MB
00:26:10 | 1924 | GradleDaemon | 3228.4MB | 4521.5MB | 6422.1MB
00:26:10 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 65.6MB
00:26:10 | 60908 | GradleWorkerMain | 179.4MB | 588.0MB | 534.7MB
00:26:17 | 7108 | KotlinCompileDaemon | 793.8MB | 2270.5MB | 3250.1MB
00:26:17 | 1924 | GradleDaemon | 3287.4MB | 4521.5MB | 6422.1MB
00:26:17 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 65.6MB
00:26:17 | 60908 | GradleWorkerMain | 185.5MB | 308.0MB | 609.5MB
00:26:23 | 7108 | KotlinCompileDaemon | 793.9MB | 2270.5MB | 3250.1MB
00:26:23 | 1924 | GradleDaemon | 3360.4MB | 4521.5MB | 6422.1MB
00:26:23 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 65.6MB
00:26:23 | 60908 | GradleWorkerMain | 268.6MB | 392.0MB | 725.0MB
00:26:30 | 7108 | KotlinCompileDaemon | 794.1MB | 2270.5MB | 3250.1MB
00:26:30 | 1924 | GradleDaemon | 3527.6MB | 4521.5MB | 6422.1MB
00:26:30 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 65.6MB
00:26:30 | 60908 | GradleWorkerMain | 334.4MB | 584.0MB | 969.1MB
00:26:37 | 7108 | KotlinCompileDaemon | 794.2MB | 2270.5MB | 3250.1MB
00:26:37 | 1924 | GradleDaemon | 3641.2MB | 4521.5MB | 6422.2MB
00:26:37 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 65.6MB
00:26:37 | 60908 | GradleWorkerMain | 522.4MB | 1004.0MB | 1323.3MB
00:26:44 | 7108 | KotlinCompileDaemon | 794.4MB | 2270.5MB | 3250.1MB
00:26:44 | 1924 | GradleDaemon | 3794.9MB | 4521.5MB | 6422.2MB
