Starting memory monitor at Thu Apr  3 17:46:32 UTC 2025
Elapsed_Time | PID | Name | Heap_Used_MB | Heap_Capacity_MB | RSS_MB
00:11:10 | 7108 | KotlinCompileDaemon | 1242.8MB | 2361.0MB | 3455.5MB
00:11:10 | 1924 | GradleDaemon | 3466.8MB | 4131.5MB | 6351.1MB
00:11:10 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 594.6MB
00:11:17 | 7923 | GradleWorkerMain | 1014.0MB | 1624.0MB | 2182.4MB
00:11:17 | 7108 | KotlinCompileDaemon | 1216.7MB | 2397.5MB | 3472.4MB
00:11:17 | 1924 | GradleDaemon | 3157.7MB | 4164.0MB | 6337.3MB
00:11:17 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 594.6MB
00:11:25 | 7923 | GradleWorkerMain | 562.1MB | 1640.0MB | 2182.6MB
00:11:25 | 7108 | KotlinCompileDaemon | 1157.1MB | 2441.0MB | 3489.8MB
00:11:25 | 1924 | GradleDaemon | 4062.1MB | 4195.0MB | 6207.5MB
00:11:25 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 594.6MB
00:11:32 | 7923 | GradleWorkerMain | 630.1MB | 1624.0MB | 2183.1MB
00:11:32 | 7108 | KotlinCompileDaemon | 1366.7MB | 2485.0MB | 3492.9MB
00:11:32 | 1924 | GradleDaemon | 3097.6MB | 4221.0MB | 6256.1MB
00:11:32 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 403.5MB
00:11:39 | 7923 | GradleWorkerMain | 902.2MB | 1712.0MB | 2183.8MB
00:11:39 | 7108 | KotlinCompileDaemon | 972.3MB | 2509.0MB | 3415.4MB
00:11:39 | 1924 | GradleDaemon | 3857.3MB | 4234.5MB | 6297.7MB
00:11:39 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 403.5MB
00:11:46 | 7923 | GradleWorkerMain | 598.2MB | 1640.0MB | 2183.8MB
00:11:46 | 7108 | KotlinCompileDaemon | 1119.8MB | 2509.0MB | 3414.6MB
00:11:46 | 1924 | GradleDaemon | 4184.0MB | 4234.5MB | 6349.1MB
00:11:46 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 403.5MB
00:11:53 | 7923 | GradleWorkerMain | 606.2MB | 1624.0MB | 2184.0MB
00:11:53 | 7108 | KotlinCompileDaemon | 540.3MB | 2492.5MB | 3455.4MB
00:11:53 | 1924 | GradleDaemon | 3618.2MB | 4764.5MB | 6365.8MB
00:11:53 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 207.4MB
00:12:00 | 7923 | GradleWorkerMain | 998.3MB | 1712.0MB | 2184.6MB
00:12:00 | 7108 | KotlinCompileDaemon | 311.3MB | 2402.5MB | 3523.7MB
00:12:00 | 1924 | GradleDaemon | 3383.9MB | 4675.5MB | 6359.9MB
00:12:00 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 112.9MB
00:12:08 | 7923 | GradleWorkerMain | 434.4MB | 1620.0MB | 2185.0MB
00:12:08 | 7108 | KotlinCompileDaemon | 492.0MB | 2316.5MB | 3538.0MB
00:12:08 | 1924 | GradleDaemon | 3424.9MB | 4657.5MB | 6366.1MB
00:12:08 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 78.8MB
00:12:15 | 7923 | GradleWorkerMain | 990.4MB | 1712.0MB | 2185.4MB
00:12:15 | 7108 | KotlinCompileDaemon | 1434.8MB | 2316.5MB | 3522.8MB
00:12:15 | 1924 | GradleDaemon | 3415.1MB | 4666.5MB | 6269.0MB
00:12:15 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:22 | 7923 | GradleWorkerMain | 238.5MB | 1624.0MB | 2185.5MB
00:12:22 | 7108 | KotlinCompileDaemon | 1444.6MB | 2316.5MB | 3498.3MB
00:12:22 | 1924 | GradleDaemon | 3238.9MB | 4683.0MB | 6245.6MB
00:12:22 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:28 | 7923 | GradleWorkerMain | 946.5MB | 1712.0MB | 2175.8MB
00:12:28 | 7108 | KotlinCompileDaemon | 709.1MB | 2270.5MB | 3501.8MB
00:12:28 | 1924 | GradleDaemon | 2936.6MB | 4683.0MB | 6250.5MB
00:12:28 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:34 | 7923 | GradleWorkerMain | 998.6MB | 1624.0MB | 2176.3MB
00:12:34 | 7108 | KotlinCompileDaemon | 727.0MB | 2270.5MB | 3501.3MB
00:12:34 | 1924 | GradleDaemon | 3056.1MB | 4683.0MB | 6250.5MB
00:12:34 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:40 | 7923 | GradleWorkerMain | 1114.7MB | 1636.0MB | 2176.8MB
00:12:40 | 7108 | KotlinCompileDaemon | 751.7MB | 2270.5MB | 3500.6MB
00:12:40 | 1924 | GradleDaemon | 3159.3MB | 4683.0MB | 6250.1MB
00:12:40 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:46 | 7923 | GradleWorkerMain | 294.8MB | 1712.0MB | 2177.1MB
00:12:46 | 7108 | KotlinCompileDaemon | 760.8MB | 2270.5MB | 3500.6MB
00:12:46 | 1924 | GradleDaemon | 3260.8MB | 4683.0MB | 6250.4MB
00:12:46 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:52 | 7923 | GradleWorkerMain | 270.8MB | 1624.0MB | 2177.8MB
00:12:52 | 7108 | KotlinCompileDaemon | 762.7MB | 2270.5MB | 3500.3MB
00:12:52 | 1924 | GradleDaemon | 3360.7MB | 4683.0MB | 6250.2MB
00:12:52 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:12:58 | 7923 | GradleWorkerMain | 574.9MB | 1636.0MB | 2178.3MB
00:12:58 | 7108 | KotlinCompileDaemon | 762.8MB | 2270.5MB | 3500.3MB
00:12:58 | 1924 | GradleDaemon | 3448.5MB | 4683.0MB | 6250.3MB
00:12:58 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:04 | 7923 | GradleWorkerMain | 919.0MB | 1636.0MB | 2178.6MB
00:13:04 | 7108 | KotlinCompileDaemon | 762.9MB | 2270.5MB | 3500.3MB
00:13:04 | 1924 | GradleDaemon | 3543.2MB | 4683.0MB | 6250.1MB
00:13:04 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:09 | 7923 | GradleWorkerMain | 1203.1MB | 1680.0MB | 2178.8MB
00:13:09 | 7108 | KotlinCompileDaemon | 765.3MB | 2270.5MB | 3499.9MB
00:13:09 | 1924 | GradleDaemon | 3648.8MB | 4683.0MB | 6250.1MB
00:13:09 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:15 | 7923 | GradleWorkerMain | 307.2MB | 1640.0MB | 2179.1MB
00:13:15 | 7108 | KotlinCompileDaemon | 765.4MB | 2270.5MB | 3499.9MB
00:13:15 | 1924 | GradleDaemon | 3751.1MB | 4683.0MB | 6250.3MB
00:13:15 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:21 | 7923 | GradleWorkerMain | 459.2MB | 1636.0MB | 2180.0MB
00:13:21 | 7108 | KotlinCompileDaemon | 771.6MB | 2270.5MB | 3499.1MB
00:13:21 | 1924 | GradleDaemon | 3853.0MB | 4683.0MB | 6249.9MB
00:13:21 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:27 | 7923 | GradleWorkerMain | 475.3MB | 1680.0MB | 2180.5MB
00:13:27 | 7108 | KotlinCompileDaemon | 775.9MB | 2270.5MB | 3497.6MB
00:13:27 | 1924 | GradleDaemon | 3954.7MB | 4683.0MB | 6249.4MB
00:13:27 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:33 | 7923 | GradleWorkerMain | 671.4MB | 1712.0MB | 2181.0MB
00:13:33 | 7108 | KotlinCompileDaemon | 776.1MB | 2270.5MB | 3496.7MB
00:13:33 | 1924 | GradleDaemon | 4061.3MB | 4683.0MB | 6248.7MB
00:13:33 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:39 | 7923 | GradleWorkerMain | 779.4MB | 1624.0MB | 2181.4MB
00:13:39 | 7108 | KotlinCompileDaemon | 776.2MB | 2270.5MB | 3494.9MB
00:13:39 | 1924 | GradleDaemon | 4167.8MB | 4683.0MB | 6247.8MB
00:13:39 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:45 | 7923 | GradleWorkerMain | 639.5MB | 1636.0MB | 2181.6MB
00:13:45 | 7108 | KotlinCompileDaemon | 776.3MB | 2270.5MB | 3494.6MB
00:13:45 | 1924 | GradleDaemon | 3020.8MB | 4722.0MB | 6251.6MB
00:13:45 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:51 | 7923 | GradleWorkerMain | 927.6MB | 1640.0MB | 2182.1MB
00:13:51 | 7108 | KotlinCompileDaemon | 776.4MB | 2270.5MB | 3494.6MB
00:13:51 | 1924 | GradleDaemon | 3107.6MB | 4722.0MB | 6251.5MB
00:13:51 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:13:57 | 7923 | GradleWorkerMain | 1215.7MB | 1680.0MB | 2182.6MB
00:13:57 | 7108 | KotlinCompileDaemon | 776.6MB | 2270.5MB | 3494.3MB
00:13:57 | 1924 | GradleDaemon | 3210.6MB | 4722.0MB | 6251.2MB
00:13:57 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:03 | 7923 | GradleWorkerMain | 379.8MB | 1640.0MB | 2182.8MB
00:14:03 | 7108 | KotlinCompileDaemon | 776.7MB | 2270.5MB | 3494.3MB
00:14:03 | 1924 | GradleDaemon | 3313.0MB | 4722.0MB | 6251.2MB
00:14:03 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:09 | 7923 | GradleWorkerMain | 231.8MB | 1636.0MB | 2183.4MB
00:14:09 | 7108 | KotlinCompileDaemon | 776.8MB | 2270.5MB | 3494.3MB
00:14:09 | 1924 | GradleDaemon | 3405.5MB | 4722.0MB | 6251.3MB
00:14:09 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:15 | 7923 | GradleWorkerMain | 1095.9MB | 1636.0MB | 2183.6MB
00:14:15 | 7108 | KotlinCompileDaemon | 776.9MB | 2270.5MB | 3494.3MB
00:14:15 | 1924 | GradleDaemon | 3508.7MB | 4722.0MB | 6251.3MB
00:14:15 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:20 | 7923 | GradleWorkerMain | 940.0MB | 1636.0MB | 2183.9MB
00:14:20 | 7108 | KotlinCompileDaemon | 777.0MB | 2270.5MB | 3494.3MB
00:14:20 | 1924 | GradleDaemon | 3598.3MB | 4722.0MB | 6251.2MB
00:14:20 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:26 | 7923 | GradleWorkerMain | 232.0MB | 1624.0MB | 2184.3MB
00:14:26 | 7108 | KotlinCompileDaemon | 777.2MB | 2270.5MB | 3494.3MB
00:14:26 | 1924 | GradleDaemon | 3697.3MB | 4722.0MB | 6251.3MB
00:14:26 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:32 | 7923 | GradleWorkerMain | 248.2MB | 1636.0MB | 2184.4MB
00:14:32 | 7108 | KotlinCompileDaemon | 777.3MB | 2270.5MB | 3494.3MB
00:14:32 | 1924 | GradleDaemon | 3800.9MB | 4722.0MB | 6251.2MB
00:14:32 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:38 | 7923 | GradleWorkerMain | 1152.2MB | 1624.0MB | 2184.6MB
00:14:38 | 7108 | KotlinCompileDaemon | 777.4MB | 2270.5MB | 3494.3MB
00:14:38 | 1924 | GradleDaemon | 3901.9MB | 4722.0MB | 6251.2MB
00:14:38 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:44 | 7923 | GradleWorkerMain | 284.3MB | 1680.0MB | 2184.8MB
00:14:44 | 7108 | KotlinCompileDaemon | 777.6MB | 2270.5MB | 3494.3MB
00:14:44 | 1924 | GradleDaemon | 4007.3MB | 4722.0MB | 6251.2MB
00:14:44 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:50 | 7923 | GradleWorkerMain | 292.4MB | 1712.0MB | 2185.0MB
00:14:50 | 7108 | KotlinCompileDaemon | 777.7MB | 2270.5MB | 3494.3MB
00:14:50 | 1924 | GradleDaemon | 4111.3MB | 4722.0MB | 6251.2MB
00:14:50 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:14:56 | 7923 | GradleWorkerMain | 256.5MB | 1624.0MB | 2185.5MB
00:14:56 | 7108 | KotlinCompileDaemon | 777.8MB | 2270.5MB | 3494.3MB
00:14:56 | 1924 | GradleDaemon | 4202.4MB | 4722.0MB | 6251.2MB
00:14:56 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:02 | 7923 | GradleWorkerMain | 532.5MB | 1636.0MB | 2185.6MB
00:15:02 | 7108 | KotlinCompileDaemon | 777.9MB | 2270.5MB | 3494.3MB
00:15:02 | 1924 | GradleDaemon | 3012.7MB | 4722.0MB | 6257.3MB
00:15:02 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:08 | 7923 | GradleWorkerMain | 332.6MB | 1640.0MB | 2186.0MB
00:15:08 | 7108 | KotlinCompileDaemon | 778.1MB | 2270.5MB | 3494.3MB
00:15:08 | 1924 | GradleDaemon | 3103.8MB | 4722.0MB | 6257.2MB
00:15:08 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:14 | 7923 | GradleWorkerMain | 320.7MB | 1676.0MB | 2186.1MB
00:15:14 | 7108 | KotlinCompileDaemon | 778.2MB | 2270.5MB | 3494.3MB
00:15:14 | 1924 | GradleDaemon | 3208.5MB | 4722.0MB | 6257.2MB
00:15:14 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:20 | 7923 | GradleWorkerMain | 252.8MB | 1712.0MB | 2186.4MB
00:15:20 | 7108 | KotlinCompileDaemon | 778.3MB | 2270.5MB | 3494.3MB
00:15:20 | 1924 | GradleDaemon | 3309.5MB | 4722.0MB | 6257.2MB
00:15:20 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:25 | 7923 | GradleWorkerMain | 256.8MB | 1624.0MB | 2186.6MB
00:15:25 | 7108 | KotlinCompileDaemon | 778.4MB | 2270.5MB | 3494.3MB
00:15:25 | 1924 | GradleDaemon | 3392.5MB | 4722.0MB | 6257.2MB
00:15:25 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:31 | 7923 | GradleWorkerMain | 560.9MB | 1636.0MB | 2186.9MB
00:15:31 | 7108 | KotlinCompileDaemon | 778.5MB | 2270.5MB | 3494.3MB
00:15:31 | 1924 | GradleDaemon | 3495.9MB | 4722.0MB | 6257.2MB
00:15:31 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:37 | 7923 | GradleWorkerMain | 856.9MB | 1636.0MB | 2187.8MB
00:15:37 | 7108 | KotlinCompileDaemon | 778.7MB | 2270.5MB | 3494.3MB
00:15:37 | 1924 | GradleDaemon | 3597.0MB | 4722.0MB | 6257.4MB
00:15:37 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:43 | 7923 | GradleWorkerMain | 673.0MB | 1680.0MB | 2188.0MB
00:15:43 | 7108 | KotlinCompileDaemon | 778.8MB | 2270.5MB | 3494.3MB
00:15:43 | 1924 | GradleDaemon | 3708.0MB | 4722.0MB | 6253.5MB
00:15:43 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:49 | 7923 | GradleWorkerMain | 381.1MB | 1712.0MB | 2188.1MB
00:15:49 | 7108 | KotlinCompileDaemon | 778.9MB | 2270.5MB | 3494.3MB
00:15:49 | 1924 | GradleDaemon | 3838.0MB | 4722.0MB | 6253.6MB
00:15:49 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:15:55 | 7923 | GradleWorkerMain | 1320.1MB | 1712.0MB | 2190.5MB
00:15:55 | 7108 | KotlinCompileDaemon | 779.1MB | 2270.5MB | 3494.3MB
00:15:55 | 1924 | GradleDaemon | 3968.6MB | 4722.0MB | 6253.6MB
00:15:55 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:16:01 | 7923 | GradleWorkerMain | 1183.9MB | 1660.0MB | 2191.0MB
00:16:01 | 7108 | KotlinCompileDaemon | 779.2MB | 2270.5MB | 3494.3MB
00:16:01 | 1924 | GradleDaemon | 4140.8MB | 4722.0MB | 6253.6MB
00:16:01 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:16:07 | 7923 | GradleWorkerMain | 1031.9MB | 1708.0MB | 2191.8MB
00:16:07 | 7108 | KotlinCompileDaemon | 779.3MB | 2270.5MB | 3494.3MB
00:16:07 | 1924 | GradleDaemon | 2952.8MB | 4761.0MB | 6257.8MB
00:16:07 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 76.4MB
00:16:13 | 7923 | GradleWorkerMain | 945.8MB | 1864.0MB | 2373.0MB
00:16:13 | 7108 | KotlinCompileDaemon | 779.4MB | 2270.5MB | 3492.5MB
00:16:13 | 1924 | GradleDaemon | 3125.8MB | 4761.0MB | 6255.0MB
00:16:13 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:19 | 7923 | GradleWorkerMain | 1151.9MB | 1836.0MB | 2373.4MB
00:16:19 | 7108 | KotlinCompileDaemon | 779.6MB | 2270.5MB | 3492.5MB
00:16:19 | 1924 | GradleDaemon | 3280.2MB | 4761.0MB | 6255.0MB
00:16:19 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:25 | 7923 | GradleWorkerMain | 1611.9MB | 2084.0MB | 2614.9MB
00:16:25 | 7108 | KotlinCompileDaemon | 779.7MB | 2270.5MB | 3492.5MB
00:16:25 | 1924 | GradleDaemon | 3421.4MB | 4761.0MB | 6254.8MB
00:16:25 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:30 | 7923 | GradleWorkerMain | 1621.9MB | 2112.0MB | 2615.2MB
00:16:30 | 7108 | KotlinCompileDaemon | 779.8MB | 2270.5MB | 3492.5MB
00:16:30 | 1924 | GradleDaemon | 3597.9MB | 4761.0MB | 6254.8MB
00:16:30 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:36 | 7923 | GradleWorkerMain | 1745.0MB | 2120.0MB | 2615.4MB
00:16:36 | 7108 | KotlinCompileDaemon | 781.1MB | 2270.5MB | 3492.5MB
00:16:36 | 1924 | GradleDaemon | 3735.5MB | 4761.0MB | 6254.8MB
00:16:36 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:42 | 7923 | GradleWorkerMain | 2022.9MB | 2512.0MB | 2993.3MB
00:16:42 | 7108 | KotlinCompileDaemon | 781.2MB | 2270.5MB | 3492.5MB
00:16:42 | 1924 | GradleDaemon | 3840.9MB | 4761.0MB | 6254.8MB
00:16:42 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:48 | 7923 | GradleWorkerMain | 2099.2MB | 2500.0MB | 2993.6MB
00:16:48 | 7108 | KotlinCompileDaemon | 781.3MB | 2270.5MB | 3492.5MB
00:16:48 | 1924 | GradleDaemon | 3994.1MB | 4761.0MB | 6254.8MB
00:16:48 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 74.8MB
00:16:54 | 7923 | GradleWorkerMain | 2495.1MB | 2872.0MB | 3239.1MB
00:16:54 | 7108 | KotlinCompileDaemon | 781.4MB | 2270.5MB | 3492.3MB
00:16:54 | 1924 | GradleDaemon | 4101.7MB | 4761.0MB | 6235.8MB
00:16:54 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 60.9MB
00:17:00 | 7923 | GradleWorkerMain | 2601.0MB | 3340.0MB | 3333.7MB
00:17:00 | 7108 | KotlinCompileDaemon | 781.6MB | 2270.5MB | 3492.3MB
00:17:00 | 1924 | GradleDaemon | 2934.0MB | 4761.0MB | 6239.3MB
00:17:00 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 60.9MB
00:17:06 | 7923 | GradleWorkerMain | 2399.9MB | 4184.0MB | 4651.6MB
00:17:06 | 7108 | KotlinCompileDaemon | 781.7MB | 2270.5MB | 3492.3MB
00:17:06 | 1924 | GradleDaemon | 3087.1MB | 4761.0MB | 6239.0MB
00:17:06 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 60.8MB
00:17:12 | 7923 | GradleWorkerMain | 2619.9MB | 4104.0MB | 4778.1MB
00:17:12 | 7108 | KotlinCompileDaemon | 781.8MB | 2270.5MB | 3416.2MB
00:17:12 | 1924 | GradleDaemon | 3209.8MB | 4761.0MB | 6238.0MB
00:17:12 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 60.8MB
00:17:18 | 7923 | GradleWorkerMain | 3347.6MB | 4128.0MB | 4778.5MB
00:17:18 | 7108 | KotlinCompileDaemon | 781.9MB | 2270.5MB | 3416.2MB
00:17:18 | 1924 | GradleDaemon | 3404.4MB | 4761.0MB | 6238.0MB
00:17:18 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 60.8MB
00:17:24 | 7923 | GradleWorkerMain | 2316.0MB | 4140.0MB | 4778.6MB
00:17:24 | 7108 | KotlinCompileDaemon | 782.6MB | 2270.5MB | 3416.2MB
00:17:24 | 1924 | GradleDaemon | 3550.9MB | 4761.0MB | 6237.9MB
00:17:24 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:17:30 | 7923 | GradleWorkerMain | 2948.0MB | 4128.0MB | 4778.8MB
00:17:30 | 7108 | KotlinCompileDaemon | 782.7MB | 2270.5MB | 3416.2MB
00:17:30 | 1924 | GradleDaemon | 3696.0MB | 4761.0MB | 6237.9MB
00:17:30 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:17:36 | 7923 | GradleWorkerMain | 3004.1MB | 4140.0MB | 4778.8MB
00:17:36 | 7108 | KotlinCompileDaemon | 782.8MB | 2270.5MB | 3415.8MB
00:17:36 | 1924 | GradleDaemon | 3886.0MB | 4761.0MB | 6236.6MB
00:17:36 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:17:42 | 7923 | GradleWorkerMain | 2148.1MB | 4160.0MB | 4779.0MB
00:17:42 | 7108 | KotlinCompileDaemon | 783.0MB | 2270.5MB | 3415.8MB
00:17:42 | 1924 | GradleDaemon | 4045.2MB | 4761.0MB | 6229.0MB
00:17:42 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:17:48 | 7923 | GradleWorkerMain | 2472.1MB | 4128.0MB | 4779.1MB
00:17:48 | 7108 | KotlinCompileDaemon | 783.1MB | 2270.5MB | 3415.8MB
00:17:48 | 1924 | GradleDaemon | 4183.9MB | 4761.0MB | 6227.2MB
00:17:48 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:17:54 | 7923 | GradleWorkerMain | 2448.2MB | 4136.0MB | 4779.1MB
00:17:54 | 7108 | KotlinCompileDaemon | 783.2MB | 2270.5MB | 3415.8MB
00:17:54 | 1924 | GradleDaemon | 2999.2MB | 4745.5MB | 6237.4MB
00:17:54 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:00 | 7923 | GradleWorkerMain | 2828.2MB | 4116.0MB | 4779.2MB
00:18:00 | 7108 | KotlinCompileDaemon | 783.4MB | 2270.5MB | 3409.3MB
00:18:00 | 1924 | GradleDaemon | 3194.3MB | 4745.5MB | 6234.4MB
00:18:00 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:06 | 7923 | GradleWorkerMain | 3184.3MB | 4108.0MB | 4779.2MB
00:18:06 | 7108 | KotlinCompileDaemon | 783.5MB | 2270.5MB | 3403.0MB
00:18:06 | 1924 | GradleDaemon | 3389.9MB | 4745.5MB | 6234.3MB
00:18:06 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:12 | 7923 | GradleWorkerMain | 2088.3MB | 4172.0MB | 4779.4MB
00:18:12 | 7108 | KotlinCompileDaemon | 783.6MB | 2270.5MB | 3306.8MB
00:18:12 | 1924 | GradleDaemon | 3547.7MB | 4745.5MB | 6234.3MB
00:18:12 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:18 | 7923 | GradleWorkerMain | 2220.4MB | 4156.0MB | 4779.6MB
00:18:18 | 7108 | KotlinCompileDaemon | 783.7MB | 2270.5MB | 3306.8MB
00:18:18 | 1924 | GradleDaemon | 3684.0MB | 4745.5MB | 6234.1MB
00:18:18 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:24 | 7923 | GradleWorkerMain | 2432.4MB | 4236.0MB | 4779.6MB
00:18:24 | 7108 | KotlinCompileDaemon | 783.9MB | 2270.5MB | 3306.8MB
00:18:24 | 1924 | GradleDaemon | 3822.2MB | 4745.5MB | 6234.1MB
00:18:24 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:29 | 7923 | GradleWorkerMain | 2636.4MB | 4132.0MB | 4779.8MB
00:18:29 | 7108 | KotlinCompileDaemon | 784.0MB | 2270.5MB | 3306.8MB
00:18:29 | 1924 | GradleDaemon | 3926.8MB | 4745.5MB | 6234.2MB
00:18:29 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:35 | 7923 | GradleWorkerMain | 2644.5MB | 4136.0MB | 4779.9MB
00:18:35 | 7108 | KotlinCompileDaemon | 784.1MB | 2270.5MB | 3306.8MB
00:18:35 | 1924 | GradleDaemon | 4092.4MB | 4745.5MB | 6234.2MB
00:18:35 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:41 | 7923 | GradleWorkerMain | 3096.5MB | 4224.0MB | 4780.0MB
00:18:41 | 7108 | KotlinCompileDaemon | 784.2MB | 2270.5MB | 3306.8MB
00:18:41 | 1924 | GradleDaemon | 4227.6MB | 4745.5MB | 6234.2MB
00:18:41 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:47 | 7923 | GradleWorkerMain | 3492.6MB | 4224.0MB | 4780.2MB
00:18:47 | 7108 | KotlinCompileDaemon | 784.3MB | 2270.5MB | 3306.8MB
00:18:47 | 1924 | GradleDaemon | 3076.6MB | 4745.5MB | 6238.2MB
00:18:47 | 2919 | KotlinCompileDaemon | 86.9MB | 419.5MB | 62.1MB
00:18:53 | 7923 | GradleWorkerMain | 2496.6MB | 4116.0MB | 4780.4MB
00:18:53 | 7108 | KotlinCompileDaemon | 784.5MB | 2270.5MB | 3304.8MB
00:18:53 | 1924 | GradleDaemon | 3248.7MB | 4745.5MB | 6238.0MB
